ASX code,Company name,Security type,ISIN code
QBCHE,QUEBEC,5.75% MTN 15-JUL-2015 MIN.CONS. $5HT NON-CHESS,AU0000QBCHE8
QBCHF,QUEBEC,6.50% MTN 12-JUL-2021 MIN.CONS. $5HT NON-CHESS,AU0000QBCHF5
QBL,QUEENSLAND BAUXITE,ORDINARY FULLY PAID,AU000000QBL4
QBLAA,QUEENSLAND BAUXITE,OPTION EXPIRING 16-SEP-2017 EX VARIOUS PRICES,AU0000QBLAA2
QBLAI,QUEENSLAND BAUXITE,OPTION EXPIRING 31-DEC-2015 EX 5C,AU0000QBLAI5
QBLAQ,QUEENSLAND BAUXITE,OPTION EXPIRING 31-DEC-2014 EX 20C,AU0000QBLAQ8
QBLAY,QUEENSLAND BAUXITE,OPTION EXPIRING 02-JUL-2016 EX 3C,AU0000QBLAY2
QBLAZ,QUEENSLAND BAUXITE,OPTION EXPIRING 11-NOV-2016 EX 3C,AU0000QBLAZ9
QBLAU,QUEENSLAND BAUXITE,OPTION EXPIRING 31-DEC-2015 EX VARIOUS PRICES,AU0000QBLAU0
XQLQL,QUEENSLAND TREASURY,5.75% LOAN SECURITY MATURING 21-NOV-2014,AU0000XQLQL9
XQLQE,QUEENSLAND TREASURY,6.0%   LOAN SECURITY MATURING 14-OCT-2015,AU0000XQLQE4
XQLQQ,QUEENSLAND TREASURY,6.00% LOAN SECURITY MATURING 21-OCT-2015,AU0000XQLQQ8
XQLQN,QUEENSLAND TREASURY,6.00% LOAN SECURITY MATURING 21-APR-2016,AU0000XQLQN5
XQLQH,QUEENSLAND TREASURY,6.0% LOAN SECURITY MATURING 14-SEP-2017,AU0000XQLQH7
XQLQY,QUEENSLAND TREASURY,3.50% LOAN SECURITY MATURING 21-SEP-2017,AU0000XQLQY2
XQLQS,QUEENSLAND TREASURY,6.00% LOAN SECURITY MATURING 21-FEB-2018,AU0000XQLQS4
XQLQK,QUEENSLAND TREASURY,6.25% LOAN SECURITY MATURING 14-JUN-2019,AU0000XQLQK1
XQLQW,QUEENSLAND TREASURY,4.00% LOAN SECURITY MATURING 21-JUN-2019,AU0000XQLQW6
XQLQM,QUEENSLAND TREASURY,6.25% LOAN SECURITY MATURING 21-FEB-2020,AU0000XQLQM7
XQLQV,QUEENSLAND TREASURY,5.50% LOAN SECURITY MATURING 21-JUN-2021,AU0000XQLQV8
XQLQT,QUEENSLAND TREASURY,6.00% LOAN SECURITY MATURING 21-JUL-2022,AU0000XQLQT2
XQLQX,QUEENSLAND TREASURY,4.25% LOAN SECURITY MATURING 21-JUL-2023,AU0000XQLQX4
XQLQU,QUEENSLAND TREASURY,5.75% LOAN SECURITY MATURING 22-JUL-2024,AU0000XQLQU0
XQLQG,QUEENSLAND TREASURY,2.75% LOAN SECURITY MATURING 20-AUG-2030,AU0000XQLQG9
XQLQI,QUEENSLAND TREASURY,6.5% LOAN SECURITY MATURING 14-MAR-2033,AU0000XQLQI5
QST,QUEST INVESTMENTS,ORDINARY FULLY PAID,AU000000QST1
QSTAI,QUEST INVESTMENTS,OPTION EXPIRING VAR. DATES EXECUTIVE EX VAR.PRICES,AU0000QSTAI2
QSTAK,QUEST INVESTMENTS,OPTION EXPIRING VAR. DATES EMPLOYEE EX VAR.PRICES,AU0000QSTAK8
QNL,QUEST MINERALS LTD,ORDINARY FULLY PAID,AU000000QNL9
QNLAY,QUEST MINERALS LTD,ORDINARY PARTLY PAID TO 0.25C UNPAID 5.75C,AU0000QNLAY7
QNLAK,QUEST MINERALS LTD,OPTION EXPIRING 03-APR-2016 EX 1.2C,AU0000QNLAK6
QNLAQ,QUEST MINERALS LTD,OPTION EXPIRING 29-JUN-2015 EX 7C,AU0000QNLAQ3
QUE,QUESTE COMMUNICATION,ORDINARY FULLY PAID,AU000000QUE9
QUEAK,QUESTE COMMUNICATION,"ORDINARY PARTLY PAID TO 1C, 19C UNPAID",AU0000QUEAK6
QSS,QUESTUS LIMITED,ORDINARY FULLY PAID,AU000000QSS3
QSSAI,QUESTUS LIMITED,OPTION EXPIRING 30-NOV-2014 DIRECTOR EX 10C,AU0000QSSAI4
QSSAU,QUESTUS LIMITED,OPTION EXPIRING 30-NOV-2014 EX 10C,AU0000QSSAU9
QFX,QUICKFLIX LIMITED,ORDINARY FULLY PAID,AU000000QFX0
QFXNA,QUICKFLIX LIMITED,ORDINARY FULLY PAID DEFERRED,AU0000QFXNA1
QFXRA,QUICKFLIX LIMITED,RIGHTS - APPLICATIONS CLOSE 12-DEC-2014,AU0000QFXRA2
QFXAO,QUICKFLIX LIMITED,REDEEMABLE CONVERTIBLE PREFERENCE SHARES,AU0000QFXAO9
QFXAI,QUICKFLIX LIMITED,OPTION EXPIRING VARIOUS DATES EX 8.5C,AU0000QFXAI1
QFXAK,QUICKFLIX LIMITED,OPTION EXPIRING 08-MAR-2018 EX 3.12C,AU0000QFXAK7
QFXAM,QUICKFLIX LIMITED,OPTION EXPIRING 03-JUN-2016 EX 2.3C,AU0000QFXAM3
QFXAQ,QUICKFLIX LIMITED,PERFORMANCE RIGHTS,AU0000QFXAQ4
QFXR,QUICKFLIX LIMITED,RIGHTS - APPLICATIONS CLOSE 12-DEC-2014 DEFERRED,AU00000QFXR9
QHL,QUICKSTEP HOLDINGS,ORDINARY FULLY PAID,AU000000QHL1
QHLAI,QUICKSTEP HOLDINGS,OPTION EXPIRING 30-MAR-2017 EX NIL PRICE,AU0000QHLAI2
QHLAK,QUICKSTEP HOLDINGS,OPTION EXPIRING 25-NOV-2017 EX NIL PRICE,AU0000QHLAK8
QHLAM,QUICKSTEP HOLDINGS,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000QHLAM4
QHLAN,QUICKSTEP HOLDINGS,RIGHTS,AU0000QHLAN2
QRL,QUINTESSENTIAL RES,ORDINARY FULLY PAID,AU000000QRL0
QRLDA,QUINTESSENTIAL RES,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000QRLDA2
QRLN,QUINTESSENTIAL RES,ORDINARY FULLY PAID DEFERRED,AU00000QRLN8
QRLAI,QUINTESSENTIAL RES,OPTION EXPIRING 31-OCT-2015 EX $2.80,AU0000QRLAI1
QRLAM,QUINTESSENTIAL RES,OPTION EXPIRING 30-JUL-2015 EX $7.40,AU0000QRLAM3
QRLAO,QUINTESSENTIAL RES,OPTION EXPIRING 04-APR-2015 EX $7.20,AU0000QRLAO9
QIL,QUOIN (INT) LIMITED.,ORDINARY FULLY PAID,PG0008908488
QILDA,QUOIN (INT) LIMITED.,ORDINARY FULLY PAID DEFERRED SETTLEMENT,PG0009888887
QVE,QV EQUITIES LIMITED,ORDINARY FULLY PAID,AU000000QVE7
QVEO,QV EQUITIES LIMITED,OPTION EXPIRING 15-MAR-2016,AU00000QVEO3
RAD,RADAR IRON LIMITED,ORDINARY FULLY PAID,AU000000RAD1
RADN,RADAR IRON LIMITED,ORDINARY FULLY PAID DEFERRED,AU00000RADN9
RADAZ,RADAR IRON LIMITED,OPTION EXPIRING 02-SEP-2018 EX 5C,AU0000RADAZ6
RAF,RAFFLES CAPITAL LTD,ORDINARY FULLY PAID,AU000000RAF6
RAFDA,RAFFLES CAPITAL LTD,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000RAFDA8
RAFXE,RAFFLES CAPITAL LTD,ENTITLEMENT TO SHARES IN RAFFLESCO SECURITY,AU0000RAFXE8
RMR,RAM RESOURCES,ORDINARY FULLY PAID,AU000000RMR6
RMRDA,RAM RESOURCES,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000RMRDA8
RMRO,RAM RESOURCES,OPTION EXPIRING 20-FEB-2017,AU00000RMRO2
RMRAK,RAM RESOURCES,PERFORMANCE SHARES,AU0000RMRAK3
RMRAI,RAM RESOURCES,OPTION EXPIRING VARIOUS DATES EX 90C,AU0000RMRAI7
RMRAM,RAM RESOURCES,PERFORMANCE RIGHT EXPIRING 23-OCT-2015,AU0000RMRAM9
RMRAQ,RAM RESOURCES,OPTION EXPIRING 20-FEB-2017 EX 3.5C,AU0000RMRAQ0
RMS,RAMELIUS RESOURCES,ORDINARY FULLY PAID,AU000000RMS4
RMSNA,RAMELIUS RESOURCES,ORDINARY FULLY PAID DEFERRED,AU0000RMSNA5
RMSO,RAMELIUS RESOURCES,OPTION EXPIRING 01-AUG-2015,AU00000RMSO0
RMSAA,RAMELIUS RESOURCES,OPTION EXPIRING 11-JUN-2016 EX 20C,AU0000RMSAA2
RTD,RAMPART ENERGY LTD,ORDINARY FULLY PAID,AU000000RTD1
RTDDC,RAMPART ENERGY LTD,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000RTDDC9
RTDDD,RAMPART ENERGY LTD,OPTION EXPIRING 31-JAN-2016 DEFERRED SETTLEMENT,AU0000RTDDD7
RTDO,RAMPART ENERGY LTD,OPTION EXPIRING 31-JAN-2016,AU00000RTDO7
RTDAN,RAMPART ENERGY LTD,PERFORMANCE RIGHT,AU0000RTDAN2
RTDAM,RAMPART ENERGY LTD,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000RTDAM4
RMBHA,RAMS MSTS 2007-1HE,CLASS A RMB MTN MAT.16-APR-2039 MIN.CON.$5HT N-C,XS0288992893
RMBHB,RAMS MSTS 2007-1HE,CLASS AB RMB MTN MAT. 16-APR-2039 MIN.CON.$5HT N-C,XS0288998155
RMBHC,RAMS MSTS 2007-1HE,CLASS B RMB MTN MAT. 16-APR-2039 MIN.CON. $5HT N-C,XS0288998403
RMHHA,RAMS MSTS 2007-2H,FRN CLASS A RMB 13-JUL-2039 MIN.CONS.$5HT NC,AU0000RMHHA0
RMHHB,RAMS MSTS 2007-2H,FRN CLASS AB RMB 13-JUL-2039 MIN.CONS.$5HT NC,AU0000RMHHB8
RMHHC,RAMS MSTS 2007-2H,FRN CLASS B RMB 13-JUL-2039 MIN.CONS.$5HT NC,AU0000RMHHC6
RMMHA,RAMS SRS 2006-1,CLASS A RMBS MAT.14-OCT-2038 MIN.CON.$5HT NONCHESS,AU3FN0000469
RMMHB,RAMS SRS 2006-1,CLASS AB RMBS MAT.14-OCT-2038 MIN.CON.$5HT N-C,AU3FN0000477
RMMHC,RAMS SRS 2006-1,CLASS B RMBS MAT.14-OCT-2038 MIN.CON.$5HT N-C,AU3FN0000485
RMFHA,RAMS SRS 2007-3,CLASS A RMB MAT.22-OCT-2039 MIN.CON.$5HT NONCHESS,AU0000RMFHA4
RMFHB,RAMS SRS 2007-3,CLASS AB RMB MAT.22-OCT-2039 MIN.CON.$5HT NONCHESS,AU0000RMFHB2
RMFHC,RAMS SRS 2007-3,CLASS B RMB MAT.22-OCT-2039 MIN.CON.$5HT NONCHESS,AU0000RMFHC0
RHC,RAMSAY HEALTH CARE,ORDINARY FULLY PAID,AU000000RHC8
RHCPA,RAMSAY HEALTH CARE,CONVERTIBLE ADJUSTABLE RATE EQUITYSECURITIES-CARES,AU0000RHCPA4
RND,RAND MINING LTD,ORDINARY FULLY PAID,AU000000RND4
RRS,RANGE RESOURCES LTD,ORDINARY FULLY PAID,AU000000RRS3
RRSO,RANGE RESOURCES LTD,OPTION EXPIRING 31-JAN-2016,AU00000RRSO9
RRSAI,RANGE RESOURCES LTD,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000RRSAI4
RRSAK,RANGE RESOURCES LTD,OPTION EXPIRING 31-MAY-2009 EX 1.5C,AU0000RRSAK0
RRSAQ,RANGE RESOURCES LTD,OPTION EXPIRING 30-JUN-2015 EX GBP0.04,AU0000RRSAQ7
RPG,RAPTIS GROUP LIMITED,ORDINARY FULLY PAID,AU000000RPG2
RPGAM,RAPTIS GROUP LIMITED,25C ORDINARY PAID TO 1C EMPLOYEE,AU0000RPGAM5
RAW,RAWSON RESOURCES,ORDINARY FULLY PAID,AU000000RAW1
RAWAM,RAWSON RESOURCES,"ORDINARY PARTLY PAID TO 1C, 19.9C UNPAID",AU0000RAWAM4
RAWAK,RAWSON RESOURCES,OPTION EXPIRING 06-DEC-2016 EX 12C,AU0000RAWAK8
RYG,RAYA GROUP LTD,ORDINARY FULLY PAID,AU000000RYG4
RYGR,RAYA GROUP LTD,RIGHTS - APPLICATIONS CLOSE 03-AUG-2012,AU00000RYGR3
RYGRA,RAYA GROUP LTD,RIGHTS - APPLICATIONS CLOSE 02-APR-2013 DEFERRED,AU0000RYGRA6
RYGO,RAYA GROUP LTD,OPTION EXPIRING 31-DEC-2014,AU00000RYGO0
RYGOB,RAYA GROUP LTD,OPTION EXPIRING 21-JUL-2016,AU0000RYGOB1
RYGAK,RAYA GROUP LTD,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000RYGAK1
AFISZB,RBS ALTERNATIVE INV,RBS 2.1886 AFI SELF FUND INSTAL WARR 30-JUN-16,AU000AFISZB5
AGLSZC,RBS ALTERNATIVE INV,RBS 6.1304 AGK SELF FUND INSTAL 30-JUN-17,AU000AGLSZC5
AGLSZU,RBS ALTERNATIVE INV,RBS 0.00 AGL SELF FUND INSTAL (S/L) 22-DEC-14,AU000AGLSZU7
AGLSZX,RBS ALTERNATIVE INV,RBS 7.4309 AGL SELF FUND INSTAL (STOPLOSS) 04FEB19,AU000AGLSZX1
AIOSZC,RBS ALTERNATIVE INV,RBS 33.7934 AIO SFI WARRANT 30-JUN-17,AU000AIOSZC5
AIOSZW,RBS ALTERNATIVE INV,RBS 2.0128 AIO SELF FUND INSTAL (S/L) 04-FEB-19,AU000AIOSZW3
AIOSZX,RBS ALTERNATIVE INV,RBS 2.8826 AIO SFI WARRANT 04-FEB-19,AU000AIOSZX1
AMCSZA,RBS ALTERNATIVE INV,RBS $0.19 AMC SELF FUNDING INSTAL WARR 30-JUN-15,AU000AMCSZA6
AMCSZX,RBS ALTERNATIVE INV,RBS 1.6092 AMC SELF FUND INSTAL(STOP LOSS) 04-FEB-,AU000AMCSZX8
AMPSZA,RBS ALTERNATIVE INV,RBS $0.0901 AMP SELF FUNDING INSTALMENT 30-JUN-15,AU000AMPSZA8
AMPSZB,RBS ALTERNATIVE INV,RBS $4.1572 AMP SELF FUNDING INSTAL WARR 30-JUN-16,AU000AMPSZB6
AMPSZD,RBS ALTERNATIVE INV,RBS 3.6603 AMP SELF FUND INSTAL WARR 28-JUN-18,AU000AMPSZD2
AMPSZW,RBS ALTERNATIVE INV,RBS 3.2464 AMP SELF FUND INSTAL (STOPLOSS) 04FEB19,AU000AMPSZW2
AMPSZX,RBS ALTERNATIVE INV,RBS 2.0869 AMP SELF FUND INSTAL (STOPLOSS) 04FEB19,AU000AMPSZX0
ANZSZA,RBS ALTERNATIVE INV,RBS $2.4727 ANZ SELF FUNDING INSTAL WAR 30-JUN-15,AU000ANZSZA5
ANZSZB,RBS ALTERNATIVE INV,RBS $11.7965 ANZ SELF FUNDING INSTAL WAR 30-JUN-16,AU000ANZSZB3
ANZSZD,RBS ALTERNATIVE INV,RBS 2.8568 ANZ SELF FUND INSTAL WARR 28-JUN-18,AU000ANZSZD9
ANZSZV,RBS ALTERNATIVE INV,RBS 9.976 ANZ SELF FUND INSTAL (STOPLOSS)04FEB19,AU000ANZSZV1
ANZSZW,RBS ALTERNATIVE INV,RBS 6.64 ANZ SELF FUND INSTAL(STOPLOSS) 04FEB19,AU000ANZSZW9
ANZSZX,RBS ALTERNATIVE INV,RBS 0.8203 ANZ SELF FUND INSTAL (STOPLOSS) 04FEB19,AU000ANZSZX7
ARGSZB,RBS ALTERNATIVE INV,RBS 4.206 ARG SELF FUND INSTALMENT 30-JUN-16,AU000ARGSZB4
ASXSZB,RBS ALTERNATIVE INV,RBS $14.1959 ASX SELF FUNDING INSTAL WAR 30-JUN-16,AU000ASXSZB7
ASXSZC,RBS ALTERNATIVE INV,RBS 27.9243 ASX SELF  FUND INSTAL WARR 30-JUN-17,AU000ASXSZC5
ASXSZD,RBS ALTERNATIVE INV,RBS 13.3384 ASX SELF FUND INSTAL WARR 28-JUN-18,AU000ASXSZD3
ASXSZW,RBS ALTERNATIVE INV,RBS 15.3398 ASX SELF FUND INSTAL(STOPLOSS) 04FEB19,AU000ASXSZW3
ASXSZX,RBS ALTERNATIVE INV,RBS 8.1555 ASX SELF FUND INSTAL (STOPLOSS) 04FEB1,AU000ASXSZX1
AZJSZX,RBS ALTERNATIVE INV,RBS 1.4531 AZJ SELF FUND INSTA(STOPLOSS) 04-FEB-19,AU000AZJSZX5
BBGSZB,RBS ALTERNATIVE INV,RBS $13.5839 BBG SELF FUNDING INSTAL WAR 30-JUN-16,AU000BBGSZB6
BENSZA,RBS ALTERNATIVE INV,RBS $0.7374 BEN SELF FUNDING INSTAL WARR 30-JUN-15,AU000BENSZA8
BENSZB,RBS ALTERNATIVE INV,RBS $8.2997 BEN SELF FUNDING INSTAL WAR 30-JUN-16,AU000BENSZB6
BHPSZA,RBS ALTERNATIVE INV,RBS $3.4002 BHP SELF FUNDING INSTAL WARR 30-JUN-15,AU000BHPSZA6
BHPSZB,RBS ALTERNATIVE INV,RBS $21.4564 BHP SELF FUNDING INSTAL WAR 30-JUN-16,AU000BHPSZB4
BHPSZC,RBS ALTERNATIVE INV,RBS 33.4342 BHP SELF FUND INSTAL 30-JUN-17,AU000BHPSZC2
BHPSZU,RBS ALTERNATIVE INV,RBS 21.4193 BHP SELF FUND INSTAL(STOP LOSS) 04-FEB,AU000BHPSZU4
BHPSZV,RBS ALTERNATIVE INV,RBS 26.9632 BHP SELF FUND INSL (STOPLOSS) EXPIRING,AU000BHPSZV2
BHPSZW,RBS ALTERNATIVE INV,RBS 19.5975 BHP SELF FUND INSTAL(STOPLOSS) 04FEB19,AU000BHPSZW0
BHPSZX,RBS ALTERNATIVE INV,RBS 14.4462 BHP SELF FUND INSTAL (STOPLOSS)04FEB19,AU000BHPSZX8
BOQSZA,RBS ALTERNATIVE INV,RBS $1.8966 BOQ SELF FUNDING INSTAL WARR 30-JUN-15,AU000BOQSZA0
BOQSZB,RBS ALTERNATIVE INV,RBS $9.93 BOQ SELF FUNDING INSTAL WAR 30-JUN-16,AU000BOQSZB8
BOQSZU,RBS ALTERNATIVE INV,RBS 3.5675 BOQ SELF FUND INSTAL(STOPLOSS) 04FEB19,AU000BOQSZU8
BSLSZA,RBS ALTERNATIVE INV,RBS $21.8121 BSL SELF FUNDING INSTAL WARR 30-JUN-1,AU000BSLSZA2
BSLSZB,RBS ALTERNATIVE INV,RBS $36.224 BSL SELF FUNDING INSTAL WAR 30-JUN-16,AU000BSLSZB0
BXBSZA,RBS ALTERNATIVE INV,RBS 2.2542 BXB SELF FUND INSTAL 30-JUN-15,AU000BXBSZA3
BXBSZB,RBS ALTERNATIVE INV,RBS $7.1697 BXB SELF FUND INSTAL30-JUN-16,AU000BXBSZB1
BXBSZX,RBS ALTERNATIVE INV,RBS 1.7032 BXB SELF FUND INSTAL (STOPLOSS) 04FEB19,AU000BXBSZX5
CBASZB,RBS ALTERNATIVE INV,RBS $14.4121 CBA SELF FUNDING INSTAL WAR 30-JUN-16,AU000CBASZB7
CBASZC,RBS ALTERNATIVE INV,RBS 31.4139 CBA SELF FUND INSTAL 30-JUN-17,AU000CBASZC5
CBASZD,RBS ALTERNATIVE INV,RBS 10.3202 CBA SELF FUND INSTAL WARR 28-JUN-18,AU000CBASZD3
CBASZU,RBS ALTERNATIVE INV,RBS 26.8342 CBA SELF FUND INSTAL(STOPLOSS) 04FEB19,AU000CBASZU7
CBASZV,RBS ALTERNATIVE INV,RBS 19.9219 CBA SELF FUND INSTAL(STOPLOSS) 04FEB19,AU000CBASZV5
CBASZW,RBS ALTERNATIVE INV,RBS 6.6843 CBA SELF FUND INSTAL(STOPLOSS) 04FEB19,AU000CBASZW3
CCLSZW,RBS ALTERNATIVE INV,RBS 5.3822 CCL SELF FUND INSTAL(STOPLOSS) 04FEB19,AU000CCLSZW8
CCLSZX,RBS ALTERNATIVE INV,RBS 3.0861 CCL SELF FUND INSTAL (STOPLOSS) 04FEB19,AU000CCLSZX6
COHSZW,RBS ALTERNATIVE INV,RBS 33.7021 COH SELF FUND INSTAL (STOPLOSS)04FEB19,AU000COHSZW1
COHSZX,RBS ALTERNATIVE INV,RBS 24.1694 COH SELF FUND INSTAL(STOPLOSS) 04FEB19,AU000COHSZX9
CPUSZV,RBS ALTERNATIVE INV,RBS 3.8955 CPU SELF FUND INSTAL (STOPLOSS) 28DEC17,AU000CPUSZV3
CPUSZW,RBS ALTERNATIVE INV,RBS 5.7616 CPU SELF FUND INSTAL(STOP LOSS) 04-FEB-,AU000CPUSZW1
CSLSZW,RBS ALTERNATIVE INV,RBS 13.3377 CSL SELF FUND INSTAL (STOPLOSS)28DEC17,AU000CSLSZW4
CSLSZX,RBS ALTERNATIVE INV,RBS 21.9301 CSL SELF FUND INSTAL (STOPLOSS)04FEB19,AU000CSLSZX2
CSRSZA,RBS ALTERNATIVE INV,RBS $0.9672 CSR SELF FUNDING INSTAL WARR 30-JUN-15,AU000CSRSZA7
CWNSZB,RBS ALTERNATIVE INV,RBS 5.8266 CWN SELF FUND INSTAL WAR 30-JUN-16,AU000CWNSZB6
CWNSZX,RBS ALTERNATIVE INV,RBS 3.6866 CWN SELF FUND INSTAL (STOPLOSS) 04FEB19,AU000CWNSZX0
DJSIZZ,RBS ALTERNATIVE INV,RBS 300 DJS ROLLING INSTALMENT WARRANT 03-DEC-12,AU000DJSIZZ0
DUESZB,RBS ALTERNATIVE INV,RBS 0.6242 DUE SELF FUND INSTAL 30-JUN-16,AU000DUESZB7
DUESZX,RBS ALTERNATIVE INV,RBS 0.4333 DUE SELF FUND INSTAL(STOP LOSS) 04FEB19,AU000DUESZX1
EGPSZX,RBS ALTERNATIVE INV,RBS 1.2926 EGP SELF FUND INST(STOP LOSS) 04-FEB-19,AU000EGPSZX4
HGIIZQ,RBS ALTERNATIVE INV,ABN AMRO 250 HGI ROLLING INSTALMENT WARR 05-DEC-08,AU000HGIIZQ7
HHVSZC,RBS ALTERNATIVE INV,RBS 0.8686 HHV SELF FUND INSTAL 30-JUN-17,AU000HHVSZC7
HVNSZW,RBS ALTERNATIVE INV,RBS 1.2241 HVN SELF FUND INSTAL(STOPLOSS) 04FEB19,AU000HVNSZW3
IAGSZA,RBS ALTERNATIVE INV,RBS $1.9755 IAG SELF FUNDING INSTAL WARR 30-JUN-15,AU000IAGSZA5
IAGSZB,RBS ALTERNATIVE INV,RBS $2.6824 IAG SELF FUNDING INSTAL WAR 30-JUN-16,AU000IAGSZB3
IAGSZX,RBS ALTERNATIVE INV,RBS 1.5194 IAG SELF FUND INSTAL (STOPLOSS) 04FEB19,AU000IAGSZX7
IHDSZX,RBS ALTERNATIVE INV,RBS 5.9837 IHD SELF FUND INSTAL(STOPL LOSS)04-FEB-,AU000IHDSZX9
IPLSZB,RBS ALTERNATIVE INV,RBS 1.3511 SELF FUND INSTAL 30-JUN-16,AU000IPLSZB1
LEISZC,RBS ALTERNATIVE INV,RBS 29.1751 LEI SELF FUND INSTAL 30-JUN-17,AU000LEISZC3
LEISZW,RBS ALTERNATIVE INV,RBS 9.9802 LEI SELF FUND INSTAL(STOPLOSS) 04FEB19,AU000LEISZW1
LEISZX,RBS ALTERNATIVE INV,RBS 5.0271 LEI SELF FUND INSTAL (STOPLOSS) 04FEB19,AU000LEISZX9
LLCSZA,RBS ALTERNATIVE INV,RBS $3.5359 LLC SELF FUNDING INSTAL WARR 30-JUN-15,AU000LLCSZA5
LLCSZB,RBS ALTERNATIVE INV,RBS $8.7923 LLC SELF FUNDING INSTAL WAR 30-JUN-16,AU000LLCSZB3
LLCSZD,RBS ALTERNATIVE INV,RBS 4.2096 LLC SELF FUND INSTAL WARR 28-JUN-18,AU000LLCSZD9
LLCSZU,RBS ALTERNATIVE INV,RBS 4.462 LLC SELF FUND INSTAL(STOPLOSS) 04FEB19,AU000LLCSZU3
LLCSZW,RBS ALTERNATIVE INV,RBS 2.6295 LLC SELF FUND INSTAL(STOPLOSS) 04FEB19,AU000LLCSZW9
LLCSZX,RBS ALTERNATIVE INV,RBS 0.6604 LLC SELF FUND INSTAL (STOPLOSS) 04FEB19,AU000LLCSZX7
MGRSZB,RBS ALTERNATIVE INV,RBS $2.9382 MGR SELF FUNDING INSTAL WAR 30-JUN-16,AU000MGRSZB9
MGRSZX,RBS ALTERNATIVE INV,RBS 0.3978 MGR SELF FUND INSTAL(STOPLOSS) 04FEB19,AU000MGRSZX3
MQGSZA,RBS ALTERNATIVE INV,RBS 12.7148 MQG SELF FUNDING INSTAL DEF SET,AU000MQGSZA3
MQGSZB,RBS ALTERNATIVE INV,RBS 44.1259 MQG SELF FUNDING INSTAL DEF SET,AU000MQGSZB1
MQGSZC,RBS ALTERNATIVE INV,RBS 39.2172 MQG SELF FUND INSTAL 30-JUN-17,AU000MQGSZC9
MQGSZD,RBS ALTERNATIVE INV,RBS 26.2322 MQG SELF FUND INSTAL 28-JUN-18,AU000MQGSZD7
MQGSZW,RBS ALTERNATIVE INV,RBS 7.8256 MQG SELF FUND INSTAL (S/L) 04-FEB-19,AU000MQGSZW7
MQGSZX,RBS ALTERNATIVE INV,RBS 2.5552 MQG SELF FUND INSTAL (S/L) 04-FEB-19,AU000MQGSZX5
MTSSZX,RBS ALTERNATIVE INV,RBS 1.4505 MTS SELF FUND INSTAL (STOP EXPIRING,AU000MTSSZX4
MYRSZW,RBS ALTERNATIVE INV,RBS 0.7317 MYR SELF FUND INSTAL (STOPLOSS) 28DEC17,AU000MYRSZW8
NABSZA,RBS ALTERNATIVE INV,RBS $7.7793 NAB SELF FUNDING INSTAL WAR 30-JUN-15,AU000NABSZA6
NABSZB,RBS ALTERNATIVE INV,RBS $18.6664 NAB SELF FUNDING INSTAL WAR 30-JUN-16,AU000NABSZB4
NABSZD,RBS ALTERNATIVE INV,RBS 8.6568 NAB SELF FUND INSTAL WARR 28-JUN-18,AU000NABSZD0
NABSZW,RBS ALTERNATIVE INV,RBS 9.4091 NAB SELF FUND INSTAL(STOPLOSS) 04FEB19,AU000NABSZW0
NABSZX,RBS ALTERNATIVE INV,RBS 3.3553 NAB SELF FUND INSTAL(STOPLOSS) 04FEB19,AU000NABSZX8
ORGSZX,RBS ALTERNATIVE INV,RBS 7.0454 ORG SELF FUND INSTAL(STOPLOSS) 04FEB19,AU000ORGSZX9
ORISZX,RBS ALTERNATIVE INV,RBS 10.6265 ORI SELF FUND INSTAL (ST0P LOSS) 04FEB,AU000ORISZX5
OSHSZX,RBS ALTERNATIVE INV,RBS 3.9282 OSH SELF FUND INSTAL(STOPLOSS) 04FEB19,AU000OSHSZX5
OZLSZB,RBS ALTERNATIVE INV,RBS 15.8914 OZL SELF FUND INSTAL 30-JUN-16,AU000OZLSZB8
OZLSZX,RBS ALTERNATIVE INV,RBS 6.4968 OZL SELFFUNDINSTAL(STOP LOSS) EXPIRING,AU000OZLSZX2
PPTSZU,RBS ALTERNATIVE INV,RBS 16.3413 PPT SELF FUND INSTAL(STOPLOSS) 04FEB19,AU000PPTSZU9
PRYSZC,RBS ALTERNATIVE INV,RBS 5.6163 PRY SLF FUND INSTAL WARR 30-JUN-17,AU000PRYSZC3
PRYSZU,RBS ALTERNATIVE INV,RBS 1.6543 PRY SELF FUND INSTAL(STOPLOSS) 04FEB19,AU000PRYSZU5
PRYSZX,RBS ALTERNATIVE INV,RBS 2.3941 PRY SELF FUND INSTAL (STOP LOSS) 04FEB1,AU000PRYSZX9
PTMSZC,RBS ALTERNATIVE INV,RBS $7.1528 PTM SELF FUNDING INSTAL 30-JUN-17,AU000PTMSZC4
QANSZA,RBS ALTERNATIVE INV,RBS $1.3481 QAN SELF FUNDING INSTAL WARR 30-JUN-15,AU000QANSZA4
